log_id,timestamp,junction_id,neighbor_junction_id,message_type,priority_class,day_type,is_festival,is_rain,is_accident,proposed_green_time_sec,counter_offer_time_sec,final_agreed_time_sec,negotiation_rounds,response_latency_ms,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
LOG1053993,2025-03-03 22:30:46.000000,J040,J004,GRANT,Normal,Weekday,False,False,False,18.7,18.7,17.3,1,299,0.122,29.4,11.7,78.7,0.059,0.136,0.964,Normal free-flow traffic - standard signal timing maintained
LOG1053994,2025-10-07 12:00:19.000000,J010,J017,GRANT,Bus,Weekday,False,False,False,32.9,32.9,30.3,1,208,0.071,38.6,6.2,51.7,0.056,0.129,0.946,Bus priority granted - green extension issued to reduce transit delay
LOG1053995,2025-02-06 16:00:40.000000,J002,J010,GRANT,Normal,Weekday,False,False,False,39.3,39.3,41.0,1,292,0.322,35.7,19.4,74.3,0.06,0.139,0.962,Moderate traffic flow - standard adaptive signal timing in effect
LOG1053996,2026-01-14 15:30:43.000000,J021,J011,GRANT,Normal,Weekday,True,False,False,59.4,59.4,60.9,1,243,0.486,24.4,36.1,119.4,0.082,0.19,0.924,Moderate traffic flow - standard adaptive signal timing in effect
LOG1053997,2025-06-25 18:26:33.000000,J007,J009,COUNTER,Bus,Weekday,False,True,False,102.0,74.9,84.7,2,277,0.602,22.7,42.7,133.4,0.097,0.225,0.891,Bus priority granted - green extension issued to reduce transit delay
LOG1053998,2026-03-26 11:54:19.000000,J020,J027,GRANT,Normal,Weekday,True,False,False,50.4,50.4,46.8,1,239,0.34,34.3,24.5,89.4,0.085,0.196,0.919,Moderate traffic flow - standard adaptive signal timing in effect
LOG1053999,2025-02-27 13:01:35.000000,J042,J003,GRANT,Normal,Weekday,False,False,False,20.8,20.8,23.1,1,238,0.031,26.9,2.0,78.0,0.049,0.113,0.978,Normal free-flow traffic - standard signal timing maintained
LOG1054000,2026-03-28 14:10:31.000000,J028,J034,GRANT,Normal,Weekend,False,False,False,16.9,16.9,17.9,1,182,0.059,27.2,6.0,56.3,0.035,0.08,0.972,Normal free-flow traffic - standard signal timing maintained
LOG1054001,2025-02-04 15:36:15.000000,J028,J037,COUNTER,Normal,Weekday,False,False,False,30.1,19.2,19.5,2,342,0.207,34.7,17.0,74.6,0.049,0.113,0.935,Normal free-flow traffic - standard signal timing maintained
LOG1054002,2026-01-09 21:08:11.000000,J006,J003,COUNTER,Normal,Weekday,False,False,False,32.9,27.0,31.3,2,297,0.262,29.8,16.0,74.3,0.056,0.129,0.945,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054003,2025-09-29 07:54:25.000000,J007,J027,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,80.7,69.9,70.8,3,376,0.429,24.6,23.5,95.6,0.079,0.184,0.948,Bus priority granted - green extension issued to reduce transit delay
LOG1054004,2025-09-28 10:29:54.000000,J016,J018,COUNTER,Bus,Weekend,False,False,False,50.0,44.4,44.8,2,286,0.196,27.2,6.9,84.0,0.053,0.123,0.986,Bus priority granted - green extension issued to reduce transit delay
LOG1054005,2026-06-20 09:36:47.000000,J022,J042,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,75.7,67.0,71.1,4,409,0.666,20.6,45.8,105.2,0.07,0.161,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054006,2025-08-17 08:55:00.000000,J002,J019,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,90.0,73.5,75.3,4,462,0.878,14.6,60.3,221.4,0.133,0.308,0.834,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054007,2026-02-18 08:59:15.000000,J005,J018,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,101.4,58.5,69.7,3,336,0.622,19.6,36.6,134.2,0.082,0.19,0.941,Bus priority granted - green extension issued to reduce transit delay
LOG1054008,2025-07-05 11:12:49.000000,J025,J006,COUNTER,Normal,Weekend,False,True,False,46.9,26.5,33.4,2,324,0.35,26.3,26.8,100.8,0.066,0.152,0.93,Light rain detected - minor speed reduction advised
LOG1054009,2025-01-09 12:20:44.000000,J027,J030,COUNTER,Normal,Weekday,False,False,False,20.5,12.5,15.9,2,304,0.12,24.8,9.3,98.2,0.063,0.146,0.93,Normal free-flow traffic - standard signal timing maintained
LOG1054010,2025-04-23 10:10:27.000000,J037,J007,COUNTER,Normal,Weekday,False,False,False,64.4,41.0,50.2,2,340,0.654,19.4,50.8,82.5,0.066,0.153,0.943,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054011,2025-06-20 09:10:35.000000,J040,J035,COUNTER,Normal,Weekday,False,False,False,90.0,58.7,68.2,2,306,0.892,14.1,60.8,193.8,0.121,0.279,0.937,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054012,2025-10-09 09:15:57.000000,J030,J028,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,69.8,76.4,3,328,0.836,13.2,56.9,226.9,0.107,0.247,0.891,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054013,2026-05-04 19:42:02.000000,J034,J016,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,70.9,60.3,62.9,4,507,0.699,13.0,50.3,212.4,0.088,0.203,0.94,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054014,2025-10-21 21:23:35.000000,J037,J008,GRANT,Normal,Weekday,True,False,False,48.2,48.2,50.4,1,258,0.411,26.1,24.3,95.2,0.069,0.159,0.899,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054015,2026-05-05 06:41:09.000000,J004,J029,COUNTER,Normal,Weekday,False,False,False,41.0,26.2,31.1,2,249,0.318,22.5,11.1,90.9,0.048,0.111,0.949,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054016,2025-04-07 13:39:49.000000,J028,J034,GRANT,Normal,Weekday,True,False,False,46.5,46.5,48.3,1,269,0.368,37.5,18.9,58.5,0.052,0.12,0.918,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054017,2025-10-03 12:15:53.000000,J009,J039,COUNTER,Normal,Weekday,True,False,False,49.6,31.4,34.8,2,303,0.41,23.9,23.3,90.2,0.082,0.19,0.901,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054018,2026-05-09 20:46:30.000000,J016,J023,COUNTER,Bus,Weekend,False,False,False,40.0,30.2,34.8,2,283,0.195,29.6,17.3,75.4,0.065,0.15,0.903,Bus priority granted - green extension issued to reduce transit delay
LOG1054019,2025-12-01 20:19:04.000000,J034,J002,COUNTER,Normal,Weekday,False,False,False,55.2,42.1,47.6,2,260,0.447,30.1,31.4,100.0,0.084,0.194,0.973,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054020,2025-08-18 16:02:23.000000,J017,J036,COUNTER,Normal,Weekday,False,True,False,54.8,31.7,38.2,2,245,0.495,28.2,29.9,79.5,0.065,0.15,0.906,Light rain detected - minor speed reduction advised
LOG1054021,2025-06-24 13:58:08.000000,J035,J001,COUNTER,Normal,Weekday,False,False,False,25.1,22.0,26.5,2,319,0.152,48.6,10.4,51.7,0.071,0.163,0.955,Normal free-flow traffic - standard signal timing maintained
LOG1054022,2025-10-25 21:59:31.000000,J025,J024,GRANT,Normal,Weekend,False,True,False,58.6,58.6,61.2,1,288,0.486,31.4,32.2,75.4,0.066,0.153,0.926,Light rain detected - minor speed reduction advised
LOG1054023,2025-04-01 22:33:22.000000,J016,J007,GRANT,Normal,Weekday,False,False,False,29.0,29.0,26.1,1,274,0.145,35.1,15.5,84.3,0.095,0.219,0.964,Normal free-flow traffic - standard signal timing maintained
LOG1054024,2025-10-11 19:38:50.000000,J018,J040,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,72.7,54.2,56.2,4,433,0.675,23.7,46.6,123.7,0.109,0.252,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054025,2026-01-22 17:31:38.000000,J033,J034,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,84.3,55.8,63.4,3,313,0.501,23.7,34.9,118.7,0.086,0.2,0.925,Bus priority granted - green extension issued to reduce transit delay
LOG1054026,2026-05-12 14:31:20.000000,J009,J027,COUNTER,Normal,Weekday,False,False,False,26.5,23.4,25.2,2,268,0.153,32.3,11.9,91.2,0.08,0.185,0.955,Normal free-flow traffic - standard signal timing maintained
LOG1054027,2025-02-02 07:09:45.000000,J003,J001,COUNTER,Bus,Weekend,False,False,False,45.0,30.3,33.9,2,286,0.199,29.9,12.2,72.6,0.048,0.112,0.941,Bus priority granted - green extension issued to reduce transit delay
LOG1054028,2026-01-22 13:50:46.000000,J020,J031,GRANT,Normal,Weekday,False,False,False,26.7,26.7,23.6,1,215,0.15,32.7,11.6,63.3,0.06,0.139,0.963,Normal free-flow traffic - standard signal timing maintained
LOG1054029,2025-11-01 15:33:08.000000,J007,J020,GRANT,Normal,Weekend,True,False,False,45.8,45.8,47.4,1,206,0.399,25.8,23.5,87.2,0.077,0.177,0.922,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054030,2026-02-04 17:12:38.000000,J042,J039,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,84.6,55.3,62.2,4,478,0.451,29.9,33.6,73.9,0.058,0.134,0.935,Bus priority granted - green extension issued to reduce transit delay
LOG1054031,2025-02-03 07:33:53.000000,J015,J034,COUNTER,Bus,Weekday,False,False,False,65.4,36.0,46.1,2,245,0.325,27.5,21.5,67.6,0.049,0.113,0.959,Bus priority granted - green extension issued to reduce transit delay
LOG1054032,2025-04-22 17:11:39.000000,J025,J004,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,73.8,57.7,60.7,4,392,0.688,15.8,45.8,123.9,0.081,0.186,0.898,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054033,2025-11-17 08:09:32.000000,J011,J032,COUNTER,Normal,Weekday,False,True,False,89.3,78.0,80.3,2,284,0.869,11.7,56.1,265.7,0.134,0.31,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054034,2026-01-26 07:49:05.000000,J012,J014,DENY_THEN_COUNTER,Normal,Weekday,True,False,False,82.7,48.1,55.8,4,376,0.829,14.0,48.6,169.8,0.084,0.195,0.868,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1054035,2026-04-14 00:58:05.000000,J042,J004,GRANT,Bus,Weekday,True,False,False,48.2,48.2,50.7,1,202,0.195,29.6,13.0,77.8,0.048,0.112,0.9,Bus priority granted - green extension issued to reduce transit delay
LOG1054036,2026-06-29 12:40:06.000000,J013,J032,COUNTER,Normal,Weekday,False,False,False,19.0,15.6,14.1,2,312,0.123,40.8,6.9,27.2,0.014,0.032,0.959,Normal free-flow traffic - standard signal timing maintained
LOG1054037,2026-03-14 09:27:50.000000,J013,J017,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,69.0,57.3,59.5,4,343,0.605,18.5,38.1,132.6,0.09,0.208,0.918,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054038,2026-04-08 19:28:21.000000,J031,J004,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,75.5,67.2,69.7,4,422,0.757,20.0,49.0,163.3,0.116,0.267,0.939,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054039,2026-05-14 19:07:19.000000,J009,J038,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,85.3,59.5,64.1,3,334,0.79,19.5,51.8,118.2,0.076,0.177,0.901,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054040,2026-03-17 16:19:20.000000,J001,J002,GRANT,Normal,Weekday,False,False,False,52.8,52.8,52.5,1,155,0.484,28.9,30.6,96.1,0.059,0.135,0.96,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054041,2026-06-29 14:31:22.000000,J037,J021,COUNTER,Normal,Weekday,False,False,False,23.9,14.7,17.9,2,293,0.108,33.4,2.0,28.9,0.01,0.023,0.95,Normal free-flow traffic - standard signal timing maintained
LOG1054042,2025-02-03 08:30:44.000000,J011,J032,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,96.4,60.3,65.9,3,360,0.623,15.7,43.8,206.2,0.103,0.238,0.934,Bus priority granted - green extension issued to reduce transit delay
LOG1054043,2026-02-16 08:06:09.000000,J020,J003,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,90.7,71.2,77.0,3,317,0.49,17.7,32.5,172.3,0.09,0.207,0.93,Bus priority granted - green extension issued to reduce transit delay
LOG1054044,2025-09-29 16:09:07.000000,J034,J020,COUNTER,Normal,Weekday,False,False,False,43.9,26.2,36.7,2,342,0.35,31.1,20.4,57.8,0.047,0.109,0.956,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054045,2025-04-08 20:20:42.000000,J009,J040,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,62.8,48.7,50.5,4,378,0.576,22.6,38.7,132.9,0.099,0.228,0.901,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054046,2025-09-20 13:18:10.000000,J006,J010,COUNTER,Bus,Weekend,False,False,False,30.9,24.9,25.8,2,269,0.058,35.5,3.9,46.4,0.041,0.095,0.944,Bus priority granted - green extension issued to reduce transit delay
LOG1054047,2025-10-24 14:02:18.000000,J031,J038,COUNTER,Normal,Weekday,False,True,False,36.6,27.8,30.8,2,312,0.253,27.4,14.0,64.7,0.042,0.097,0.871,Light rain detected - minor speed reduction advised
LOG1054048,2025-09-10 13:52:48.000000,J016,J005,GRANT,Normal,Weekday,False,True,False,39.4,39.4,37.1,1,270,0.33,26.6,24.0,47.0,0.019,0.043,0.898,Light rain detected - minor speed reduction advised
LOG1054049,2026-01-08 15:26:30.000000,J040,J038,COUNTER,Bus,Weekday,False,False,False,43.7,28.3,32.2,2,304,0.166,29.8,11.5,57.5,0.045,0.104,0.943,Bus priority granted - green extension issued to reduce transit delay
LOG1054050,2026-06-26 18:07:25.000000,J021,J017,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,84.5,53.9,60.6,3,404,0.87,10.1,64.0,253.4,0.108,0.249,0.913,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054051,2026-02-09 08:10:50.000000,J038,J003,COUNTER,Normal,Weekday,False,False,False,67.3,38.4,49.6,2,278,0.694,17.1,45.7,192.0,0.096,0.221,0.979,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054052,2026-01-11 17:11:18.000000,J034,J018,COUNTER,Normal,Weekend,False,False,False,51.2,29.5,38.1,2,353,0.466,23.9,31.5,87.0,0.074,0.17,0.937,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054053,2026-04-08 10:23:59.000000,J010,J014,COUNTER,Bus,Weekday,False,False,False,72.1,54.0,59.6,2,351,0.37,27.9,23.9,84.8,0.047,0.109,0.925,Bus priority granted - green extension issued to reduce transit delay
LOG1054054,2026-02-10 08:54:09.000000,J030,J038,COUNTER,Normal,Weekday,False,False,False,90.0,58.1,68.4,2,228,0.892,11.6,56.9,240.7,0.113,0.26,0.929,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054055,2025-05-22 05:39:31.000000,J007,J009,COUNTER,Bus,Weekday,False,False,False,34.3,20.5,24.2,2,243,0.064,36.6,4.4,46.9,0.038,0.089,0.942,Bus priority granted - green extension issued to reduce transit delay
LOG1054056,2025-10-26 07:20:08.000000,J016,J039,GRANT,Normal,Weekend,False,True,False,57.3,57.3,59.2,1,225,0.503,29.3,35.5,89.2,0.08,0.184,0.897,Light rain detected - minor speed reduction advised
LOG1054057,2025-07-07 16:08:14.000000,J022,J006,GRANT,Normal,Weekday,False,False,False,42.6,42.6,42.2,1,214,0.429,30.0,27.0,118.1,0.087,0.201,0.957,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054058,2025-04-09 05:18:19.000000,J032,J006,COUNTER,Normal,Weekday,False,True,False,41.4,28.2,32.8,2,299,0.284,37.0,18.4,67.7,0.051,0.119,0.902,Light rain detected - minor speed reduction advised
LOG1054059,2026-05-05 12:53:40.000000,J023,J001,COUNTER,Normal,Weekday,False,False,False,20.5,14.5,17.0,2,290,0.116,40.9,5.7,38.5,0.026,0.06,0.966,Normal free-flow traffic - standard signal timing maintained
LOG1054060,2025-12-15 16:39:50.000000,J038,J041,COUNTER,Normal,Weekday,False,False,False,56.8,40.6,45.4,2,227,0.561,24.4,40.0,127.3,0.073,0.167,0.931,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054061,2025-07-07 08:08:30.000000,J036,J022,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,81.3,61.1,62.7,4,446,0.743,18.2,48.3,212.1,0.118,0.274,0.931,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054062,2025-12-25 08:58:06.000000,J002,J016,COUNTER,Normal,Weekday,True,False,False,88.9,70.6,79.3,2,300,0.871,11.2,60.8,187.7,0.082,0.19,0.894,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1054063,2025-07-29 21:23:49.000000,J002,J003,COUNTER,Normal,Weekday,False,False,False,36.4,24.0,27.7,2,261,0.258,26.2,14.0,71.2,0.053,0.122,0.956,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054064,2025-06-14 04:32:45.000000,J038,J021,COUNTER,Bus,Weekend,False,False,False,34.6,22.6,24.4,2,297,0.051,41.5,2.0,65.6,0.064,0.148,0.966,Bus priority granted - green extension issued to reduce transit delay
LOG1054065,2026-03-27 11:32:42.000000,J023,J024,GRANT,Normal,Weekday,True,False,False,50.1,50.1,54.5,1,193,0.41,27.2,29.6,92.7,0.068,0.156,0.89,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054066,2026-01-24 07:02:43.000000,J010,J034,GRANT,Normal,Weekend,False,False,False,27.2,27.2,26.9,1,255,0.184,25.4,14.7,83.5,0.061,0.141,0.965,Normal free-flow traffic - standard signal timing maintained
LOG1054067,2025-10-18 18:39:41.000000,J015,J037,DENY_THEN_COUNTER,Bus,Weekend,False,True,False,94.2,69.3,74.6,3,344,0.499,20.0,36.8,114.4,0.076,0.175,0.88,Bus priority granted - green extension issued to reduce transit delay
LOG1054068,2025-06-27 15:28:05.000000,J012,J005,COUNTER,Normal,Weekday,False,True,False,50.5,40.5,45.4,2,365,0.348,33.0,27.0,43.5,0.031,0.071,0.904,Light rain detected - minor speed reduction advised
LOG1054069,2025-11-11 12:42:41.000000,J016,J027,GRANT,Bus,Weekday,False,False,False,34.5,34.5,34.4,1,211,0.074,31.4,2.3,64.9,0.057,0.131,0.97,Bus priority granted - green extension issued to reduce transit delay
LOG1054070,2025-08-16 08:43:55.000000,J033,J027,COUNTER,Normal,Weekend,True,True,False,84.5,72.0,72.7,2,281,0.883,13.7,57.3,112.4,0.058,0.134,0.817,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1054071,2025-11-26 17:39:35.000000,J025,J028,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,71.3,53.2,58.2,3,329,0.713,18.7,43.8,159.5,0.101,0.234,0.924,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054072,2026-02-21 20:51:20.000000,J018,J003,GRANT,Bus,Weekend,False,False,False,45.7,45.7,47.1,1,194,0.154,35.2,6.4,54.7,0.051,0.117,0.957,Bus priority granted - green extension issued to reduce transit delay
LOG1054073,2025-12-30 10:44:18.000000,J004,J001,COUNTER,Bus,Weekday,False,False,False,71.8,52.6,58.3,2,276,0.33,24.9,16.7,92.8,0.072,0.166,0.93,Bus priority granted - green extension issued to reduce transit delay
LOG1054074,2025-11-24 15:00:19.000000,J022,J004,COUNTER,Normal,Weekday,False,False,False,27.5,20.3,24.8,2,292,0.189,29.7,17.1,55.7,0.047,0.108,0.953,Normal free-flow traffic - standard signal timing maintained
LOG1054075,2026-04-16 09:28:08.000000,J009,J024,COUNTER,Bus,Weekday,False,False,False,101.9,87.6,90.0,2,269,0.576,21.0,38.7,163.0,0.114,0.264,0.939,Bus priority granted - green extension issued to reduce transit delay
LOG1054076,2025-10-10 11:18:34.000000,J014,J019,COUNTER,Bus,Weekday,False,False,False,48.9,43.7,46.3,2,278,0.205,27.3,8.2,29.2,0.039,0.089,0.939,Bus priority granted - green extension issued to reduce transit delay
LOG1054077,2026-05-31 18:20:12.000000,J010,J016,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,70.4,41.0,43.8,4,433,0.662,21.6,50.9,127.7,0.088,0.204,0.914,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054078,2025-07-22 12:24:27.000000,J025,J027,COUNTER,Bus,Weekday,False,False,False,30.9,23.6,26.7,2,310,0.065,42.4,9.1,60.3,0.059,0.137,0.961,Bus priority granted - green extension issued to reduce transit delay
LOG1054079,2025-02-05 20:19:01.000000,J033,J035,COUNTER,Normal,Weekday,False,False,False,60.1,51.8,55.4,2,317,0.56,21.7,30.1,87.6,0.044,0.101,0.932,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054080,2025-01-24 16:08:06.000000,J027,J017,COUNTER,Bus,Weekday,False,False,False,51.2,39.8,44.1,2,301,0.23,35.3,13.4,56.9,0.031,0.071,0.928,Bus priority granted - green extension issued to reduce transit delay
LOG1054081,2026-01-26 17:17:10.000000,J024,J006,DENY_THEN_COUNTER,Bus,Weekday,True,False,False,102.0,75.2,78.3,4,471,0.611,18.4,36.0,156.4,0.092,0.213,0.875,Bus priority granted - green extension issued to reduce transit delay
LOG1054082,2025-08-26 23:26:46.000000,J002,J034,GRANT,Bus,Weekday,False,True,False,59.2,59.2,57.6,1,247,0.295,34.6,27.7,87.8,0.069,0.16,0.948,Bus priority granted - green extension issued to reduce transit delay
LOG1054083,2025-02-19 10:58:59.000000,J009,J025,GRANT,Normal,Weekday,False,False,False,40.1,40.1,41.4,1,254,0.262,27.9,11.1,125.1,0.09,0.207,0.969,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054084,2025-01-03 09:02:42.000000,J013,J028,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,101.6,73.1,79.1,3,388,0.602,15.9,40.1,152.9,0.074,0.17,0.959,Bus priority granted - green extension issued to reduce transit delay
LOG1054085,2025-11-22 21:21:13.000000,J022,J037,COUNTER,Normal,Weekend,False,False,False,29.8,19.1,24.0,2,319,0.176,28.3,14.8,68.3,0.065,0.15,0.96,Normal free-flow traffic - standard signal timing maintained
LOG1054086,2025-02-01 18:46:21.000000,J041,J002,DENY_THEN_COUNTER,Bus,Weekend,False,False,False,82.1,54.6,61.5,4,522,0.448,24.6,24.9,100.5,0.081,0.186,0.91,Bus priority granted - green extension issued to reduce transit delay
LOG1054087,2025-06-17 19:58:06.000000,J001,J021,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,90.0,63.7,67.5,3,363,0.893,9.7,58.9,288.5,0.099,0.228,0.877,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054088,2025-06-05 15:44:35.000000,J025,J035,COUNTER,Bus,Weekday,False,False,False,46.0,37.9,37.6,2,239,0.184,31.6,16.8,59.9,0.042,0.098,0.956,Bus priority granted - green extension issued to reduce transit delay
LOG1054089,2026-05-06 07:40:39.000000,J020,J007,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,81.4,64.5,70.6,3,400,0.772,16.7,50.3,168.9,0.099,0.23,0.877,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054090,2026-05-02 15:46:06.000000,J012,J036,COUNTER,Normal,Weekend,True,False,False,42.1,28.3,34.2,2,271,0.347,32.2,21.9,85.4,0.068,0.156,0.898,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054091,2025-09-02 09:07:41.000000,J019,J006,COUNTER,Normal,Weekday,False,False,False,90.0,65.2,73.8,2,300,0.862,13.4,58.1,228.3,0.11,0.254,0.918,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054092,2025-10-29 20:28:35.000000,J015,J021,COUNTER,Normal,Weekday,False,False,False,54.2,32.0,37.8,2,358,0.479,21.0,32.7,98.1,0.064,0.148,0.929,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054093,2025-06-09 18:11:53.000000,J008,J022,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,70.8,76.5,4,443,0.853,12.2,56.2,201.5,0.075,0.173,0.885,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054094,2026-03-18 08:31:39.000000,J015,J028,COUNTER,Normal,Weekday,False,False,False,78.5,63.6,70.0,2,245,0.782,15.6,53.4,165.3,0.088,0.203,0.957,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054095,2025-10-15 17:30:39.000000,J023,J022,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,90.0,71.0,76.1,3,309,0.877,13.9,51.1,150.9,0.077,0.178,0.848,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054096,2026-04-01 11:07:50.000000,J036,J017,COUNTER,Normal,Weekday,False,False,False,45.4,31.6,37.0,2,390,0.339,29.1,27.9,93.6,0.073,0.169,0.948,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054097,2026-01-16 17:15:21.000000,J022,J035,COUNTER,Bus,Weekday,False,False,False,82.2,52.5,61.4,2,272,0.448,24.9,29.6,61.0,0.062,0.143,0.965,Bus priority granted - green extension issued to reduce transit delay
LOG1054098,2025-07-24 13:55:05.000000,J034,J038,GRANT,Normal,Weekday,False,True,False,27.4,27.4,28.1,1,185,0.192,30.9,12.7,65.6,0.059,0.137,0.923,Light rain detected - minor speed reduction advised
LOG1054099,2026-06-06 18:05:50.000000,J020,J041,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,75.0,46.9,54.6,3,400,0.691,23.3,49.7,131.4,0.107,0.246,0.956,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054100,2025-10-12 17:31:04.000000,J041,J020,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,71.6,41.1,45.0,3,391,0.748,17.5,51.3,85.7,0.051,0.119,0.901,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054101,2025-04-21 18:22:09.000000,J011,J010,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,102.0,62.9,74.1,4,451,0.613,22.0,37.1,114.7,0.083,0.192,0.907,Bus priority granted - green extension issued to reduce transit delay
LOG1054102,2025-06-06 20:36:57.000000,J036,J003,GRANT,Bus,Weekday,False,False,False,62.0,62.0,64.2,1,211,0.275,28.3,18.2,89.5,0.064,0.148,0.976,Bus priority granted - green extension issued to reduce transit delay
LOG1054103,2025-07-11 18:49:01.000000,J018,J037,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,94.2,67.9,73.2,3,361,0.618,22.4,38.6,109.7,0.072,0.167,0.894,Bus priority granted - green extension issued to reduce transit delay
LOG1054104,2025-02-19 16:19:22.000000,J031,J023,COUNTER,Normal,Weekday,False,False,False,44.2,27.0,33.8,2,286,0.43,26.0,27.4,78.5,0.072,0.166,0.953,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054105,2025-10-25 07:59:35.000000,J039,J036,COUNTER,Bus,Weekend,False,True,False,76.2,56.1,62.5,2,381,0.395,26.7,34.3,83.1,0.086,0.199,0.909,Bus priority granted - green extension issued to reduce transit delay
LOG1054106,2026-03-21 08:05:41.000000,J024,J026,DENY_THEN_COUNTER,Bus,Weekend,False,False,False,68.5,61.6,61.6,4,415,0.383,27.6,26.2,84.2,0.059,0.137,0.918,Bus priority granted - green extension issued to reduce transit delay
LOG1054107,2025-12-26 18:06:20.000000,J042,J022,COUNTER,Normal,Weekday,True,False,False,90.0,50.4,64.5,2,315,0.899,10.6,52.7,268.1,0.131,0.303,0.871,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1054108,2025-12-24 13:48:30.000000,J038,J016,COUNTER,Normal,Weekday,False,False,False,22.6,17.3,22.6,2,319,0.128,34.9,10.5,89.2,0.082,0.189,0.924,Normal free-flow traffic - standard signal timing maintained
